#K, % Benign Drops, FIFO Drops, ACCTurbo Drops
K10,21.304787214133324,40.451799317047545,0.38217992431338754
K25,20.286770471603003,40.451799317047545,0.38217992431338754
K50,23.717661133542695,40.451799317047545,0.38217992431338754
K100,28.41219375350664,40.451799317047545,0.38217992431338754
K250,38.093456545325296,40.451799317047545,0.38217992431338754
K500,52.64300688828991,40.451799317047545,0.38217992431338754
K1000,46.82724003596044,40.451799317047545,0.38217992431338754
K1500,39.78409985381761,40.451799317047545,0.38217992431338754
K2000,18.013537264874163,40.451799317047545,0.38217992431338754
