#K, % Benign Drops, FIFO Drops, ACCR Drops
K1,49.45637022581544,55.809842776072195,0.15822784810126583
K25,39.161296348183434,55.809842776072195,0.15822784810126583
K50,35.373134328358205,55.809842776072195,0.15822784810126583
K100,33.73750462791559,55.809842776072195,0.15822784810126583
K250,36.13663789102385,55.809842776072195,0.15822784810126583
K500,37.210814828579394,55.809842776072195,0.15822784810126583
K1000,40.31476997578692,55.809842776072195,0.15822784810126583
