#Update_Speed,HH_FPR_threshold=10000000,HH_FPR threshold=10000,FIFO_FPR,ACCTurbo_FPR
0,89.7111553372624,3.96665487600178,89.8465164452655,14.7929488661674
5,16.4315973863371,16.6740723921942,89.8465164452655,14.7929488661674
10,9.78230852586521,29.4823390541208,89.8465164452655,14.7929488661674
15,6.715562113932,41.0493257190711,89.8465164452655,14.7929488661674
20,5.86604712313555,52.6649589546486,89.8465164452655,14.7929488661674
