# Timestamp(s),Bits
0,8599286048,0
1,6798595824,7698940936
2,7621720592,7210158208
3,6607389864,7114555228
4,6355079648,6481234756
5,7945078592,7150079120
6,6259566008,7102322300
7,6554239152,6406902580
8,7572655376,7063447264
9,6345743472,6959199424
10,5979318240,6162530856
11,7323952352,6651635296
12,6844474248,7084213300
13,6356242144,6600358196
14,7359325248,6857783696
15,6766160056,7062742652
16,6525016232,6645588144
17,8019715816,7272366024
18,7222629112,7621172464
19,6768900704,6995764908
20,7344280192,7056590448
21,8510427448,7927353820
22,7185453336,7847940392
23,6791693432,6988573384
24,8629396400,7710544916
25,7175597768,7902497084
26,7197448264,7186523016
27,7873490944,7535469604
28,6483788432,7178639688
29,7165360072,6824574252
30,8358804464,7762082268
31,7451789664,7905297064
32,7197028568,7324409116
33,8215213344,7706120956
34,6948062912,7581638128
35,6785861064,6866961988
36,7662500776,7224180920
37,6531787128,7097143952
38,6922290608,6727038868
39,8412494568,7667392588
40,6745236672,7578865620
41,6107787112,6426511892
42,7871575616,6989681364
43,7003709224,7437642420
44,6471978504,6737843864
45,7323313128,6897645816
46,6495928152,6909620640
47,6437208256,6466568204
48,7775587896,7106398076
49,6841921456,7308754676
50,6766501384,6804211420
51,7662388424,7214444904
52,6493782136,7078085280
53,6951740728,6722761432
54,7967682952,7459711840
55,6457418440,7212550696
56,6757838256,6607628348
57,7412438832,7085138544
58,6108648032,6760543432
59,6530837696,6319742864
60,6518387688,6524612692
61,6462071616,6490229652
