#Time, Throughput
0,7651.0
1,5419.0
2,7776.0
3,6351.0
4,6262.0
5,5031.0
6,3066.0
7,3847.0
8,7160.0
9,8927.0
10,8768.0
11,9043.0
12,12324.0
13,2792.0
14,3665.0
15,9712.0
16,4463.0
17,10761.0
18,3379.0
19,2146.0
20,4126.0
21,5302.0
22,3992.0
23,10906.0
24,4938.0
25,5432.0
26,25485.0
27,33733.0
28,4853.0
29,6123.0
30,7030.0
31,11158.0
32,6728.0
33,16185.0
34,19442.0
35,11296.0
36,11420.0
37,11131.0
38,14288.0
39,14027.0
40,7271.0
41,5448.0
42,10683.0
43,8923.0
44,3526.0
