Time 	as_src 	ip_dst 	ip_src 	port_dst 	port_src 
"November 5th 2015, 02:50:03.989"	"31,549"	REDACTED	94.182.199.182	0	0
"November 5th 2015, 02:50:03.990"	"17,974"	REDACTED	222.124.187.28	"21,205"	53
"November 5th 2015, 02:50:03.991"	"34,896"	REDACTED	85.15.80.253	"17,807"	53
"November 5th 2015, 02:50:03.991"	"29,300"	REDACTED	84.247.184.1	"52,646"	53
"November 5th 2015, 02:50:03.992"	"22,368"	REDACTED	186.183.165.90	"35,845"	53
"November 5th 2015, 02:50:03.993"	"38,026"	REDACTED	116.193.220.52	"13,059"	53
"November 5th 2015, 02:50:03.993"	"22,368"	REDACTED	186.183.159.242	"9,751"	53
"November 5th 2015, 02:50:03.994"	"39,229"	REDACTED	78.29.90.233	"24,797"	53
"November 5th 2015, 02:50:03.995"	"2,828"	REDACTED	207.101.98.151	"31,101"	53
"November 5th 2015, 02:50:03.995"	"19,151"	REDACTED	64.127.136.1	"34,925"	53
"November 5th 2015, 02:50:03.996"	"16,285"	REDACTED	212.75.153.189	"8,297"	53
"November 5th 2015, 02:50:03.997"	"29,300"	REDACTED	82.148.179.242	"15,509"	53
"November 5th 2015, 02:50:03.997"	"18,403"	REDACTED	118.69.72.62	"10,067"	53
"November 5th 2015, 02:50:03.998"	"48,524"	REDACTED	94.190.45.221	"8,773"	53
"November 5th 2015, 02:50:03.999"	"17,974"	REDACTED	118.97.252.226	"47,217"	53
"November 5th 2015, 02:50:03.999"	"4,788"	REDACTED	175.139.143.237	"15,819"	53
"November 5th 2015, 02:50:04.000"	"28,007"	REDACTED	190.52.100.210	"59,637"	53
"November 5th 2015, 02:50:04.001"	"35,226"	REDACTED	89.16.72.30	0	0
"November 5th 2015, 02:50:04.001"	"7,545"	REDACTED	203.213.116.74	"9,701"	53
"November 5th 2015, 02:50:04.002"	"50,258"	REDACTED	188.227.46.238	"15,650"	53
"November 5th 2015, 02:50:04.003"	"8,163"	REDACTED	201.220.84.186	0	0
"November 5th 2015, 02:50:04.003"	"51,995"	REDACTED	91.220.230.189	"28,043"	53
"November 5th 2015, 02:50:04.004"	"29,013"	REDACTED	188.239.65.123	"8,939"	53
"November 5th 2015, 02:50:04.004"	"44,927"	REDACTED	91.203.80.114	"50,178"	53
"November 5th 2015, 02:50:04.005"	"13,682"	REDACTED	190.143.132.242	"19,944"	53
"November 5th 2015, 02:50:04.006"	"15,311"	REDACTED	186.103.200.131	"7,544"	53
"November 5th 2015, 02:50:04.006"	"44,941"	REDACTED	91.211.143.138	"23,858"	53
"November 5th 2015, 02:50:04.007"	"50,241"	REDACTED	109.95.86.138	"15,918"	53
"November 5th 2015, 02:50:04.008"	"15,930"	REDACTED	89.18.141.74	0	0
"November 5th 2015, 02:50:04.008"	"62,432"	REDACTED	95.161.143.57	"16,454"	53
"November 5th 2015, 02:50:04.009"	"43,754"	REDACTED	185.99.214.198	0	0
"November 5th 2015, 02:50:04.010"	"16,285"	REDACTED	37.209.236.235	"19,281"	53
"November 5th 2015, 02:50:04.010"	"34,820"	REDACTED	85.159.105.34	0	0
"November 5th 2015, 02:50:04.011"	"30,982"	REDACTED	80.248.73.254	"42,431"	53
"November 5th 2015, 02:50:04.012"	"22,368"	REDACTED	186.183.165.156	"29,552"	53
"November 5th 2015, 02:50:04.012"	"34,896"	REDACTED	85.15.86.224	"52,347"	53
"November 5th 2015, 02:50:04.013"	"23,947"	REDACTED	103.233.159.130	"47,402"	53
"November 5th 2015, 02:50:04.014"	"8,251"	REDACTED	78.108.102.129	0	0
"November 5th 2015, 02:50:04.016"	"17,974"	REDACTED	180.250.54.162	"32,443"	53
"November 5th 2015, 02:50:04.017"	"132,196"	REDACTED	120.50.52.165	"45,439"	53
"November 5th 2015, 02:50:04.017"	"24,881"	REDACTED	46.162.1.31	"25,939"	53
"November 5th 2015, 02:50:04.018"	"34,896"	REDACTED	85.15.69.190	"27,636"	53
"November 5th 2015, 02:50:04.019"	"57,963"	REDACTED	37.191.220.223	0	0
"November 5th 2015, 02:50:04.023"	"262,687"	REDACTED	187.87.207.181	"10,129"	53
"November 5th 2015, 02:50:04.023"	"48,524"	REDACTED	94.190.50.23	"10,520"	53
"November 5th 2015, 02:50:04.024"	"45,284"	REDACTED	121.200.49.17	"11,987"	53
"November 5th 2015, 02:50:04.025"	"17,222"	REDACTED	201.76.164.181	"36,154"	53
"November 5th 2015, 02:50:04.025"	"26,619"	REDACTED	190.90.185.33	0	0
"November 5th 2015, 02:50:04.027"	"15,930"	REDACTED	89.18.145.174	"29,020"	53
"November 5th 2015, 02:50:04.028"	"52,955"	REDACTED	177.23.85.137	"32,035"	53
"November 5th 2015, 02:50:04.029"	"17,974"	REDACTED	180.250.135.130	"10,304"	53
"November 5th 2015, 02:50:04.029"	"17,974"	REDACTED	36.81.182.203	"5,957"	53
"November 5th 2015, 02:50:04.030"	"15,311"	REDACTED	200.54.169.42	"56,472"	53
"November 5th 2015, 02:50:04.031"	"57,388"	REDACTED	130.0.25.59	"54,734"	53
"November 5th 2015, 02:50:04.032"	"23,673"	REDACTED	124.248.167.106	"61,851"	53
"November 5th 2015, 02:50:04.033"	"53,111"	REDACTED	187.63.111.206	0	0
"November 5th 2015, 02:50:04.033"	"4,788"	REDACTED	175.139.87.181	"9,299"	53
"November 5th 2015, 02:50:04.034"	"22,368"	REDACTED	186.183.159.2	"4,691"	53
"November 5th 2015, 02:50:04.034"	"22,368"	REDACTED	186.183.184.170	"57,905"	53
"November 5th 2015, 02:50:04.035"	"263,655"	REDACTED	177.104.124.17	"62,245"	53
"November 5th 2015, 02:50:04.036"	"22,368"	REDACTED	186.183.184.66	0	0
"November 5th 2015, 02:50:04.037"	"8,163"	REDACTED	200.89.107.30	"25,239"	53
"November 5th 2015, 02:50:04.037"	"41,269"	REDACTED	195.26.80.1	"22,748"	53
"November 5th 2015, 02:50:04.038"	"17,974"	REDACTED	180.250.212.58	"16,570"	53
"November 5th 2015, 02:50:04.071"	"31,549"	REDACTED	94.183.179.42	0	0
"November 5th 2015, 02:50:04.072"	"17,974"	REDACTED	36.78.147.253	"11,057"	53
"November 5th 2015, 02:50:04.073"	"24,631"	REDACTED	178.248.40.99	0	0
"November 5th 2015, 02:50:04.073"	"53,158"	REDACTED	179.108.83.68	"49,051"	53
"November 5th 2015, 02:50:04.074"	"50,606"	REDACTED	109.196.32.178	"2,565"	53
"November 5th 2015, 02:50:04.075"	"35,662"	REDACTED	31.3.234.212	"11,254"	53
"November 5th 2015, 02:50:04.075"	"48,889"	REDACTED	95.140.90.138	"40,159"	53
"November 5th 2015, 02:50:04.076"	"15,311"	REDACTED	186.103.188.250	"52,467"	53
"November 5th 2015, 02:50:04.077"	"19,332"	REDACTED	201.168.21.9	"61,611"	53
"November 5th 2015, 02:50:04.077"	"15,311"	REDACTED	186.103.139.146	"45,309"	53
"November 5th 2015, 02:50:04.078"	"28,624"	REDACTED	187.110.108.136	"7,960"	53
"November 5th 2015, 02:50:04.079"	"17,974"	REDACTED	180.250.33.171	"27,922"	53
"November 5th 2015, 02:50:04.079"	"29,072"	REDACTED	151.237.173.133	"19,401"	53
"November 5th 2015, 02:50:04.080"	"28,397"	REDACTED	138.94.141.69	0	0
"November 5th 2015, 02:50:04.080"	"21,228"	REDACTED	192.162.235.43	0	0
"November 5th 2015, 02:50:04.081"	"29,396"	REDACTED	90.145.87.50	0	0
"November 5th 2015, 02:50:04.082"	"15,311"	REDACTED	186.103.213.146	0	0
"November 5th 2015, 02:50:04.082"	"7,438"	REDACTED	201.166.141.126	0	0
"November 5th 2015, 02:50:04.083"	"18,403"	REDACTED	118.69.72.62	"18,843"	53
"November 5th 2015, 02:50:04.084"	"262,687"	REDACTED	187.87.207.14	"6,965"	53
"November 5th 2015, 02:50:04.084"	"22,368"	REDACTED	186.183.159.90	0	0
"November 5th 2015, 02:50:04.085"	"17,974"	REDACTED	180.250.40.225	"37,547"	53
"November 5th 2015, 02:50:04.086"	"59,691"	REDACTED	185.3.214.134	"49,487"	53
"November 5th 2015, 02:50:04.086"	"263,655"	REDACTED	177.104.123.102	"5,962"	53
"November 5th 2015, 02:50:04.087"	"26,128"	REDACTED	199.101.81.180	"39,859"	53
"November 5th 2015, 02:50:04.088"	"132,630"	REDACTED	103.18.16.182	0	0
"November 5th 2015, 02:50:04.088"	"48,524"	REDACTED	94.190.12.80	"55,077"	53
"November 5th 2015, 02:50:04.089"	"22,368"	REDACTED	186.183.184.106	"40,892"	53
"November 5th 2015, 02:50:04.090"	"24,323"	REDACTED	203.202.249.17	"35,883"	53
"November 5th 2015, 02:50:04.090"	"47,796"	REDACTED	188.121.111.130	0	0
"November 5th 2015, 02:50:04.091"	"7,545"	REDACTED	220.240.68.211	"20,163"	53
"November 5th 2015, 02:50:04.092"	"35,125"	REDACTED	212.3.152.98	"38,772"	53
"November 5th 2015, 02:50:04.092"	"15,930"	REDACTED	89.18.144.100	"52,106"	53
"November 5th 2015, 02:50:04.093"	"23,673"	REDACTED	124.248.174.99	"16,724"	53
"November 5th 2015, 02:50:04.093"	"27,364"	REDACTED	72.23.171.100	"1,975"	53
"November 5th 2015, 02:50:04.094"	"56,402"	REDACTED	46.225.236.33	"28,227"	53
"November 5th 2015, 02:50:04.095"	"29,300"	REDACTED	82.148.191.129	"11,776"	53
"November 5th 2015, 02:50:04.095"	"24,323"	REDACTED	182.160.115.44	0	0
"November 5th 2015, 02:50:04.096"	"42,184"	REDACTED	91.190.229.109	"9,348"	53
"November 5th 2015, 02:50:04.097"	"262,488"	REDACTED	179.106.160.149	"43,779"	53
"November 5th 2015, 02:50:04.097"	"200,702"	REDACTED	92.38.111.119	0	0
"November 5th 2015, 02:50:04.098"	"262,696"	REDACTED	187.95.82.45	0	0
"November 5th 2015, 02:50:04.099"	"20,485"	REDACTED	109.233.173.44	"12,917"	53
"November 5th 2015, 02:50:04.099"	"131,178"	REDACTED	103.12.163.190	"49,482"	53
"November 5th 2015, 02:50:04.100"	"60,695"	REDACTED	155.133.32.206	"56,515"	53
"November 5th 2015, 02:50:04.101"	"22,368"	REDACTED	186.183.165.226	"37,363"	53
"November 5th 2015, 02:50:04.101"	"52,041"	REDACTED	176.96.189.174	"33,684"	53
"November 5th 2015, 02:50:04.102"	"57,079"	REDACTED	146.247.4.82	"8,844"	53
"November 5th 2015, 02:50:04.103"	"10,617"	REDACTED	200.81.183.209	"17,779"	53
"November 5th 2015, 02:50:04.103"	"52,955"	REDACTED	177.23.85.153	"25,049"	53
"November 5th 2015, 02:50:04.104"	"34,251"	REDACTED	46.175.22.39	"24,289"	53
"November 5th 2015, 02:50:04.105"	"20,714"	REDACTED	195.214.196.21	"41,774"	53
"November 5th 2015, 02:50:04.105"	"44,604"	REDACTED	109.106.136.92	0	0
"November 5th 2015, 02:50:04.106"	"51,579"	REDACTED	178.213.112.13	0	0
"November 5th 2015, 02:50:04.106"	"6,876"	REDACTED	37.203.17.249	0	0
"November 5th 2015, 02:50:04.107"	"26,619"	REDACTED	179.50.68.1	134	53
"November 5th 2015, 02:50:04.108"	"17,974"	REDACTED	180.250.53.9	"56,581"	53
"November 5th 2015, 02:50:04.108"	"25,385"	REDACTED	212.2.143.97	0	0
"November 5th 2015, 02:50:04.109"	"17,222"	REDACTED	189.91.77.138	"18,583"	53
"November 5th 2015, 02:50:04.110"	"50,241"	REDACTED	109.95.86.138	"54,821"	53
"November 5th 2015, 02:50:04.110"	"50,710"	REDACTED	37.238.16.99	0	0
"November 5th 2015, 02:50:04.112"	"8,749"	REDACTED	46.183.135.179	0	0
"November 5th 2015, 02:50:04.113"	"17,974"	REDACTED	36.73.139.244	"13,708"	53
"November 5th 2015, 02:50:04.114"	"23,673"	REDACTED	203.189.158.116	"58,732"	53
"November 5th 2015, 02:50:04.114"	"15,930"	REDACTED	89.18.128.28	"52,378"	53
"November 5th 2015, 02:50:04.115"	"24,323"	REDACTED	203.202.248.218	"15,805"	53
"November 5th 2015, 02:50:04.116"	"53,158"	REDACTED	179.108.83.26	"61,194"	53
"November 5th 2015, 02:50:04.116"	"263,311"	REDACTED	191.7.50.105	"52,909"	53
"November 5th 2015, 02:50:04.117"	"4,788"	REDACTED	175.139.215.159	"14,504"	53
"November 5th 2015, 02:50:04.118"	"44,034"	REDACTED	95.209.156.112	"46,346"	53
"November 5th 2015, 02:50:04.118"	"15,311"	REDACTED	200.113.167.187	"48,850"	53
"November 5th 2015, 02:50:04.119"	"34,896"	REDACTED	85.15.95.164	"65,332"	53
"November 5th 2015, 02:50:04.119"	"28,666"	REDACTED	189.1.175.226	0	0
"November 5th 2015, 02:50:04.120"	"61,121"	REDACTED	185.18.5.130	"26,898"	53
"November 5th 2015, 02:50:04.121"	"6,568"	REDACTED	200.87.156.235	"11,055"	53
"November 5th 2015, 02:50:04.121"	"15,311"	REDACTED	186.103.152.116	"51,190"	53
"November 5th 2015, 02:50:04.122"	"17,974"	REDACTED	180.250.89.125	"44,796"	53
"November 5th 2015, 02:50:04.123"	"131,178"	REDACTED	103.12.161.160	"59,611"	53
"November 5th 2015, 02:50:04.123"	"17,222"	REDACTED	201.76.164.181	"26,631"	53
"November 5th 2015, 02:50:04.124"	"17,974"	REDACTED	180.251.21.110	0	0
"November 5th 2015, 02:50:04.125"	"15,311"	REDACTED	186.103.188.174	"14,992"	53
"November 5th 2015, 02:50:04.125"	"29,300"	REDACTED	84.247.137.129	"58,115"	53
"November 5th 2015, 02:50:04.126"	"4,788"	REDACTED	175.139.191.109	"16,611"	53
"November 5th 2015, 02:50:04.127"	"49,346"	REDACTED	193.169.32.145	"50,743"	53
"November 5th 2015, 02:50:04.127"	"15,311"	REDACTED	186.103.162.229	"32,519"	53
"November 5th 2015, 02:50:04.128"	"43,234"	REDACTED	92.7.224.41	"57,944"	53
"November 5th 2015, 02:50:04.129"	"22,368"	REDACTED	186.183.184.138	"18,218"	53
"November 5th 2015, 02:50:04.129"	"263,432"	REDACTED	131.161.105.17	"51,222"	53
"November 5th 2015, 02:50:04.130"	"19,332"	REDACTED	200.39.114.33	"57,944"	53
"November 5th 2015, 02:50:04.131"	"131,178"	REDACTED	103.12.163.127	"58,256"	53
"November 5th 2015, 02:50:04.132"	"17,974"	REDACTED	180.250.3.243	"5,826"	53
"November 5th 2015, 02:50:04.133"	"19,332"	REDACTED	201.168.21.93	0	0
"November 5th 2015, 02:50:04.134"	"17,222"	REDACTED	201.76.164.181	"34,680"	53
"November 5th 2015, 02:50:04.135"	"8,661"	REDACTED	213.163.121.123	0	0
"November 5th 2015, 02:50:04.135"	"22,368"	REDACTED	186.183.159.90	446	53
"November 5th 2015, 02:50:04.136"	"17,974"	REDACTED	180.250.141.186	0	0
"November 5th 2015, 02:50:04.137"	"22,368"	REDACTED	186.183.165.50	"44,400"	53
"November 5th 2015, 02:50:04.137"	"39,229"	REDACTED	88.147.150.67	"8,531"	53
"November 5th 2015, 02:50:04.139"	"48,803"	REDACTED	94.103.205.251	"57,620"	53
"November 5th 2015, 02:50:04.140"	"7,459"	REDACTED	65.36.60.171	"13,811"	53
"November 5th 2015, 02:50:04.141"	"34,315"	REDACTED	151.237.225.188	"9,722"	53
"November 5th 2015, 02:50:04.142"	"48,072"	REDACTED	37.1.253.74	"64,715"	53
"November 5th 2015, 02:50:04.143"	"34,676"	REDACTED	89.221.231.139	"26,694"	53
"November 5th 2015, 02:50:04.144"	"52,180"	REDACTED	91.222.245.49	0	0
"November 5th 2015, 02:50:04.144"	"17,974"	REDACTED	222.124.187.28	"9,150"	53
"November 5th 2015, 02:50:04.145"	"23,673"	REDACTED	203.189.149.173	"3,143"	53
"November 5th 2015, 02:50:04.146"	"17,222"	REDACTED	187.102.168.13	"16,924"	53
"November 5th 2015, 02:50:04.146"	"22,368"	REDACTED	186.183.184.234	"60,275"	53
"November 5th 2015, 02:50:04.147"	"29,456"	REDACTED	95.71.112.220	"53,428"	53
"November 5th 2015, 02:50:04.148"	"20,807"	REDACTED	178.162.60.95	0	0
"November 5th 2015, 02:50:04.148"	"22,368"	REDACTED	190.184.175.130	0	0
"November 5th 2015, 02:50:04.149"	"48,524"	REDACTED	94.190.50.23	"46,050"	53
"November 5th 2015, 02:50:04.150"	"13,030"	REDACTED	213.144.156.142	"24,701"	53
"November 5th 2015, 02:50:04.150"	"17,974"	REDACTED	36.74.75.106	"40,092"	53
"November 5th 2015, 02:50:04.151"	"39,613"	REDACTED	89.184.9.182	0	0
"November 5th 2015, 02:50:04.152"	"24,323"	REDACTED	182.160.109.230	0	0
"November 5th 2015, 02:50:04.152"	"16,135"	REDACTED	176.237.144.204	0	0
"November 5th 2015, 02:50:04.153"	"29,300"	REDACTED	82.148.191.129	"48,317"	53
"November 5th 2015, 02:50:04.153"	"30,982"	REDACTED	80.248.69.85	0	0
"November 5th 2015, 02:50:04.154"	"131,178"	REDACTED	103.12.161.217	"46,501"	53
"November 5th 2015, 02:50:04.155"	"6,568"	REDACTED	200.87.156.235	"51,583"	53
"November 5th 2015, 02:50:04.156"	"50,354"	REDACTED	193.106.67.97	"34,259"	53
"November 5th 2015, 02:50:04.156"	"49,561"	REDACTED	91.222.152.167	"48,721"	53
"November 5th 2015, 02:50:04.157"	"9,340"	REDACTED	202.159.116.122	"53,859"	53
"November 5th 2015, 02:50:04.157"	"17,974"	REDACTED	118.97.139.204	0	0
"November 5th 2015, 02:50:04.158"	"31,549"	REDACTED	94.183.87.176	0	0
"November 5th 2015, 02:50:04.159"	"44,894"	REDACTED	91.203.60.70	"1,023"	53
"November 5th 2015, 02:50:04.159"	"52,979"	REDACTED	177.39.224.25	0	0
"November 5th 2015, 02:50:04.160"	"52,041"	REDACTED	176.96.191.62	0	0
"November 5th 2015, 02:50:04.161"	"262,687"	REDACTED	187.87.207.181	"32,046"	53
"November 5th 2015, 02:50:04.161"	"42,163"	REDACTED	178.157.62.4	"63,827"	53
"November 5th 2015, 02:50:04.162"	"24,323"	REDACTED	182.160.112.34	"33,896"	53
"November 5th 2015, 02:50:04.163"	"131,178"	REDACTED	103.12.160.32	"36,360"	53
"November 5th 2015, 02:50:04.163"	"52,955"	REDACTED	177.23.85.137	"44,818"	53
"November 5th 2015, 02:50:04.164"	"393,894"	REDACTED	192.139.192.33	"10,546"	53
"November 5th 2015, 02:50:04.165"	"17,974"	REDACTED	118.97.26.2	"35,849"	53
"November 5th 2015, 02:50:04.165"	"263,185"	REDACTED	179.43.81.100	"53,832"	53
"November 5th 2015, 02:50:04.166"	"24,881"	REDACTED	46.162.32.29	"44,764"	53
"November 5th 2015, 02:50:04.166"	"201,725"	REDACTED	176.97.253.244	"9,804"	53
"November 5th 2015, 02:50:04.167"	"21,353"	REDACTED	188.133.128.78	"57,744"	53
"November 5th 2015, 02:50:04.168"	"49,037"	REDACTED	95.174.102.50	"33,233"	53
"November 5th 2015, 02:50:04.168"	"19,975"	REDACTED	162.211.218.178	"18,534"	53
"November 5th 2015, 02:50:04.169"	"262,687"	REDACTED	187.87.207.153	0	0
"November 5th 2015, 02:50:04.170"	"24,631"	REDACTED	80.253.147.65	"30,596"	53
"November 5th 2015, 02:50:04.170"	"22,368"	REDACTED	186.183.165.226	"46,342"	53
"November 5th 2015, 02:50:04.171"	"17,222"	REDACTED	177.124.210.145	"6,004"	53
"November 5th 2015, 02:50:04.172"	"42,184"	REDACTED	91.190.229.113	"27,873"	53
"November 5th 2015, 02:50:04.172"	"17,974"	REDACTED	36.78.147.253	"43,356"	53
"November 5th 2015, 02:50:04.173"	"8,163"	REDACTED	200.89.104.214	"43,812"	53
"November 5th 2015, 02:50:04.174"	"133,656"	REDACTED	103.40.207.245	0	0
"November 5th 2015, 02:50:04.174"	"44,927"	REDACTED	91.224.77.21	"5,850"	53
"November 5th 2015, 02:50:04.175"	"22,368"	REDACTED	186.183.165.2	"34,328"	53
"November 5th 2015, 02:50:04.176"	"16,135"	REDACTED	176.237.144.122	0	0
"November 5th 2015, 02:50:04.176"	"263,925"	REDACTED	177.155.167.21	"62,140"	53
"November 5th 2015, 02:50:04.177"	"22,363"	REDACTED	69.80.96.25	"53,804"	53
"November 5th 2015, 02:50:04.177"	"13,178"	REDACTED	93.88.143.18	0	0
"November 5th 2015, 02:50:04.178"	"131,178"	REDACTED	103.12.160.205	"65,292"	53
"November 5th 2015, 02:50:04.179"	"131,178"	REDACTED	103.12.160.205	"53,391"	53
"November 5th 2015, 02:50:04.180"	"45,284"	REDACTED	121.200.49.17	"18,915"	53
"November 5th 2015, 02:50:04.180"	"22,363"	REDACTED	31.6.35.133	0	0
"November 5th 2015, 02:50:04.181"	"16,143"	REDACTED	217.76.33.106	0	0
"November 5th 2015, 02:50:04.181"	"14,117"	REDACTED	201.186.165.15	"2,730"	53
"November 5th 2015, 02:50:04.182"	"45,769"	REDACTED	1.186.15.122	"65,398"	53
"November 5th 2015, 02:50:04.183"	"262,687"	REDACTED	187.87.207.73	0	0
"November 5th 2015, 02:50:04.183"	"49,544"	REDACTED	91.240.117.194	"9,985"	53
"November 5th 2015, 02:50:04.184"	"52,431"	REDACTED	138.118.48.10	"31,488"	53
"November 5th 2015, 02:50:04.185"	"34,896"	REDACTED	85.15.69.190	"37,965"	53
"November 5th 2015, 02:50:04.185"	"39,613"	REDACTED	89.184.24.131	"49,297"	53
"November 5th 2015, 02:50:04.186"	"2,828"	REDACTED	67.110.90.250	"22,295"	53
"November 5th 2015, 02:50:04.186"	"62,432"	REDACTED	95.161.143.114	0	0
"November 5th 2015, 02:50:04.187"	"17,974"	REDACTED	118.97.145.25	"33,499"	53
"November 5th 2015, 02:50:04.188"	"17,222"	REDACTED	200.142.125.89	"60,918"	53
"November 5th 2015, 02:50:04.188"	"8,163"	REDACTED	200.89.104.202	"27,591"	53
"November 5th 2015, 02:50:04.189"	"53,158"	REDACTED	179.108.83.67	"58,303"	53
"November 5th 2015, 02:50:04.190"	"8,163"	REDACTED	190.1.137.130	"2,771"	53
"November 5th 2015, 02:50:04.190"	"12,846"	REDACTED	90.188.6.75	0	0
"November 5th 2015, 02:50:04.191"	"53,163"	REDACTED	177.137.190.39	"21,812"	53
"November 5th 2015, 02:50:04.191"	"31,549"	REDACTED	94.183.55.97	"28,147"	53
"November 5th 2015, 02:50:04.192"	"32,329"	REDACTED	199.188.194.122	"9,651"	53
"November 5th 2015, 02:50:04.193"	"2,828"	REDACTED	207.101.98.151	"25,460"	53
"November 5th 2015, 02:50:04.193"	"31,556"	REDACTED	194.44.23.245	"4,432"	53
"November 5th 2015, 02:50:04.195"	"131,178"	REDACTED	103.12.163.163	"31,628"	53
"November 5th 2015, 02:50:04.196"	"42,184"	REDACTED	91.190.229.97	"17,874"	53
"November 5th 2015, 02:50:04.197"	"263,185"	REDACTED	179.43.80.58	"53,874"	53
"November 5th 2015, 02:50:04.197"	"17,974"	REDACTED	118.97.252.226	"60,687"	53
"November 5th 2015, 02:50:04.198"	"34,896"	REDACTED	85.15.105.73	"3,267"	53
"November 5th 2015, 02:50:04.198"	"17,222"	REDACTED	200.196.63.210	"54,851"	53
"November 5th 2015, 02:50:04.199"	"49,037"	REDACTED	95.174.102.78	"29,324"	53
"November 5th 2015, 02:50:04.200"	"201,273"	REDACTED	185.51.37.58	"57,826"	53
"November 5th 2015, 02:50:04.200"	"15,311"	REDACTED	186.103.192.77	"40,134"	53
"November 5th 2015, 02:50:04.201"	"29,300"	REDACTED	84.247.140.1	"9,522"	53
"November 5th 2015, 02:50:04.201"	"17,974"	REDACTED	222.124.187.28	"59,066"	53
"November 5th 2015, 02:50:04.202"	"34,251"	REDACTED	46.175.16.134	0	0
"November 5th 2015, 02:50:04.203"	"19,151"	REDACTED	64.127.136.15	"26,979"	53
"November 5th 2015, 02:50:04.203"	"35,177"	REDACTED	62.183.115.254	"32,505"	53
"November 5th 2015, 02:50:04.204"	"39,792"	REDACTED	87.251.140.116	0	0
"November 5th 2015, 02:50:04.205"	"15,930"	REDACTED	89.18.158.166	"36,649"	53
"November 5th 2015, 02:50:04.205"	"57,388"	REDACTED	130.0.31.55	"2,241"	53
"November 5th 2015, 02:50:04.206"	"53,163"	REDACTED	177.137.190.41	0	0
"November 5th 2015, 02:50:04.207"	"15,311"	REDACTED	200.54.169.42	"45,176"	53
"November 5th 2015, 02:50:04.207"	"53,158"	REDACTED	179.108.83.68	0	0
"November 5th 2015, 02:50:04.208"	"15,311"	REDACTED	186.103.162.229	"64,444"	53
"November 5th 2015, 02:50:04.210"	"29,072"	REDACTED	188.123.60.174	0	0
"November 5th 2015, 02:50:04.210"	"17,974"	REDACTED	118.97.20.18	"4,267"	53
"November 5th 2015, 02:50:04.211"	"42,184"	REDACTED	91.190.229.97	"56,017"	53
"November 5th 2015, 02:50:04.212"	"263,311"	REDACTED	191.7.49.206	0	0
"November 5th 2015, 02:50:04.212"	"15,311"	REDACTED	186.103.143.205	"8,483"	53
"November 5th 2015, 02:50:04.213"	"22,368"	REDACTED	186.183.165.98	0	0
"November 5th 2015, 02:50:04.213"	"62,403"	REDACTED	109.248.242.193	"56,116"	53
"November 5th 2015, 02:50:04.215"	"17,974"	REDACTED	180.250.48.195	"54,523"	53
"November 5th 2015, 02:50:04.216"	"52,041"	REDACTED	176.96.187.64	0	0
"November 5th 2015, 02:50:04.217"	"45,284"	REDACTED	121.200.49.17	0	0
"November 5th 2015, 02:50:04.218"	"131,178"	REDACTED	103.12.161.115	0	0
"November 5th 2015, 02:50:04.218"	"32,107"	REDACTED	24.113.187.164	0	0
"November 5th 2015, 02:50:04.219"	"23,673"	REDACTED	203.189.149.173	"56,264"	53
"November 5th 2015, 02:50:04.220"	"8,661"	REDACTED	213.163.121.123	"46,943"	53
"November 5th 2015, 02:50:04.220"	"48,524"	REDACTED	217.28.74.30	"51,684"	53
"November 5th 2015, 02:50:04.221"	"17,222"	REDACTED	201.76.166.105	"37,883"	53
"November 5th 2015, 02:50:04.222"	"22,368"	REDACTED	181.174.60.98	"41,695"	53
"November 5th 2015, 02:50:04.222"	"15,311"	REDACTED	200.54.163.181	"33,166"	53
"November 5th 2015, 02:50:04.223"	"48,524"	REDACTED	94.190.50.23	"36,172"	53
"November 5th 2015, 02:50:04.223"	"200,702"	REDACTED	92.38.126.183	"38,007"	53
"November 5th 2015, 02:50:04.224"	"40,317"	REDACTED	67.221.143.126	"62,964"	53
"November 5th 2015, 02:50:04.225"	"21,228"	REDACTED	176.118.151.28	"48,997"	53
"November 5th 2015, 02:50:04.225"	"50,606"	REDACTED	109.196.40.243	"35,910"	53
"November 5th 2015, 02:50:04.226"	"30,982"	REDACTED	80.248.69.149	0	0
"November 5th 2015, 02:50:04.227"	"59,616"	REDACTED	91.246.1.9	0	0
"November 5th 2015, 02:50:04.227"	"27,699"	REDACTED	177.103.230.103	0	0
"November 5th 2015, 02:50:04.228"	"15,311"	REDACTED	186.103.141.114	"38,850"	53
"November 5th 2015, 02:50:04.228"	"45,652"	REDACTED	110.34.191.75	"46,934"	53
"November 5th 2015, 02:50:04.229"	"34,896"	REDACTED	85.15.86.224	"34,554"	53
"November 5th 2015, 02:50:04.230"	"37,449"	REDACTED	197.157.232.138	"28,836"	53
"November 5th 2015, 02:50:04.230"	"14,117"	REDACTED	181.226.175.110	"41,297"	53
"November 5th 2015, 02:50:04.231"	"34,896"	REDACTED	85.15.95.164	0	0
"November 5th 2015, 02:50:04.232"	"131,178"	REDACTED	103.12.161.173	"20,422"	53
"November 5th 2015, 02:50:04.232"	"17,974"	REDACTED	222.124.22.174	"61,587"	53
"November 5th 2015, 02:50:04.233"	"35,662"	REDACTED	31.3.234.212	"1,883"	53
"November 5th 2015, 02:50:04.233"	"201,039"	REDACTED	194.44.179.10	515	53
"November 5th 2015, 02:50:04.234"	"4,788"	REDACTED	175.139.215.0	0	0
