#Time,DropRate
0,0.0
1000000000,0.0
2000000000,0.0
3000000000,0.0
4000000000,0.0
5000000000,0.0
6000000000,0.9890213392200147
7000000000,0.9901124124536519
8000000000,0.9900975509121452
9000000000,0.990098426357046
10000000000,0.9900760540500627
11000000000,0.003003003003003003
12000000000,0.002936857562408223
13000000000,0.005952380952380952
14000000000,0.007352941176470588
15000000000,0.004518072289156626
16000000000,0.9899087967049132
17000000000,0.9901045501398911
18000000000,0.9901060070671378
19000000000,0.9901105208164707
20000000000,0.9901295496607033
21000000000,0.01327433628318584
22000000000,0.014792899408284023
23000000000,0.0
24000000000,0.0
25000000000,0.0
26000000000,0.9898686015130734
27000000000,0.9901045501398911
28000000000,0.9900902495133604
29000000000,0.9901084828591195
30000000000,0.9901025097207494
31000000000,0.014749262536873156
32000000000,0.0
33000000000,0.008823529411764706
34000000000,0.0015105740181268882
35000000000,0.0
36000000000,0.9899150743099787
37000000000,0.9901029470242566
38000000000,0.9901119759862274
39000000000,0.9901217145881108
40000000000,0.9900715087760771
41000000000,0.010385756676557863
42000000000,0.0
43000000000,0.0029411764705882353
44000000000,0.01032448377581121
45000000000,0.004497751124437781
46000000000,0.0
47000000000,0.011764705882352941
48000000000,0.0030211480362537764
49000000000,0.0
