#Time, Throughput
0,0
1,0
2,0
3,0
4,0
5,613952.0
6,614378.0
7,616562.0
8,621461.0
9,625648.0
10,0
11,0
12,0
13,0
14,0
15,615999.0
16,615475.0
17,617137.0
18,614490.0
19,617234.0
20,0
21,0
22,0
23,0
24,0
25,619068.0
26,618440.0
27,618397.0
28,619541.0
29,620617.0
30,0
31,0
32,0
33,0
34,0
35,626626.0
36,623137.0
37,624218.0
38,625951.0
39,623859.0
40,0
41,0
42,0
43,0
44,0
