#Time, Throughput
0,0
1,0
2,0
3,0
4,0
5,5.00001
6,5.000005
7,5.000005
8,5.000005
9,4.99998
10,0
11,0
12,0
13,0
14,0
15,5.000005
16,5.000005
17,5.000005
18,5.000005
19,4.99998
20,0
21,0
22,0
23,0
24,0
25,5.000005
26,5.000005
27,5.000005
28,5.000005
29,4.99998
30,0
31,0
32,0
33,0
34,0
35,5.000005
36,5.000005
37,5.000005
38,5.000005
39,4.99997
40,0
41,0
42,0
43,0
44,0
