#Time, Throughput
0,0
1,0
2,0
3,0
4,0
5,803911.0
6,782745.0
7,791789.0
8,789364.0
9,825920.0
10,0
11,0
12,0
13,0
14,0
15,731105.0
16,771874.0
17,807375.0
18,756237.0
19,768253.0
20,0
21,0
22,0
23,0
24,0
25,798102.0
26,770584.0
27,768290.0
28,779365.0
29,773956.0
30,0
31,0
32,0
33,0
34,0
35,714329.0
36,786359.0
37,780823.0
38,833321.0
39,814965.0
40,0
41,0
42,0
43,0
44,0
