Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1654971673,Capture benign,RX,0.61748935130776,3588.7304219243,3687.5287181336,20858564,14803388196
1654971674,Capture benign,RX,0.58983891210715,3315.0318900218,3409.4061159589,21448403,15217767244
1654971675,Capture benign,RX,0.59633881116951,3358.1999926271,3453.6142024142,22044742,15637542376
1654971676,Capture benign,RX,0.59527392460268,3331.3306660541,3426.5744939905,22640016,16053958762
1654971677,Capture benign,RX,0.59723949717475,3328.2139339247,3423.7722534727,23237256,16469985854
1654971678,Capture benign,RX,0.6019979080527,3489.9048189627,3586.2244842512,23839254,16906224023
1654971679,Capture benign,RX,0.59924156469199,3403.985983237,3499.8646335877,24438496,17331722580
1654971680,Capture benign,RX,0.60806450042649,3447.0110831806,3544.3014032488,25046562,17762600028
1654971681,Capture benign,RX,0.61393016293308,3549.6043442698,3647.8331703391,25660493,18206301176
1654971682,Capture benign,RX,0.63450824153013,3674.942583504,3776.4639021488,26295004,18665670996
1654971683,Capture benign,RX,0.61712043441317,3494.6740142822,3593.4132837883,26912126,19102506356
1654971684,Capture benign,RX,0.60636884883451,3427.5643397023,3524.5833555158,27518498,19530954125
1654971685,Capture benign,RX,0.60737374884657,3445.2428793672,3542.4226791826,28125872,19961609663
1654971686,Capture benign,RX,0.60920224427141,3433.0824371868,3530.5547962703,28735075,20390745500
1654971687,Capture benign,RX,0.61103097951359,3465.0458438253,3562.8108005475,29346106,20823876245
1654971688,Capture benign,RX,0.60313613960223,3379.9681343519,3476.4699166882,29949244,21246373565
1654971689,Capture benign,RX,0.5676539386744,3277.2051739523,3368.0298041402,30516898,21656024256
1654971690,Capture benign,RX,0.59280787633064,3346.3601258949,3441.2093861078,31109706,22074319359
1654971691,Capture benign,RX,0.5877915511127,3308.2621775314,3402.3088257094,31697498,22487852447
1654971692,Capture benign,RX,0.59832081277083,3403.5884069342,3499.3197369775,32295819,22913301131
1654971693,Capture benign,RX,0.63239328853373,3835.3566930792,3936.5396192446,32928213,23392721257
1654971694,Capture benign,RX,0.60592757563585,3506.4713362268,3603.4197483285,33534141,23831030481
1654971695,Capture benign,RX,0.60210992597987,3443.2058807109,3539.5434688677,34136251,24261431269
1654971696,Capture benign,RX,0.60246645910865,3472.15130672,3568.5459401774,34738718,24695450572
1654971697,Capture benign,RX,0.59418337085992,3364.9718458742,3460.0411852118,35332903,25116073206
1654971698,Capture benign,RX,0.59472357240503,3378.4739709413,3473.6297425261,35927627,25538382756
1654971699,Capture benign,RX,0.62098857896798,3610.0060884056,3709.3642610405,36548616,25989633823
1654971700,Capture benign,RX,0.61891334364078,3555.4059779177,3654.4321129002,37167536,26434064350
1654971701,Capture benign,RX,0.61442070473248,3479.3907839354,3577.6980966926,37781957,26868988407
1654971702,Capture benign,RX,0.61716166881741,3532.015333644,3630.7612006547,38399120,27310491276
1654971703,Capture benign,RX,0.61843217996687,3548.1623898314,3647.1115386261,39017554,27754012880
1654971704,Capture benign,RX,0.61599484625111,3528.079439411,3626.6386148111,39633549,28195022920
1654971705,Capture benign,RX,0.62522457143768,3538.380438605,3638.4163700351,40258774,28637320778
1654971706,Capture benign,RX,0.63066376740884,3674.1125009736,3775.018703759,40889438,29096585010
1654971707,Capture benign,RX,0.53342711769614,3076.3110876926,3161.659426524,41422866,29481124532
1654971708,Capture benign,RX,0.62358071194562,3605.7102463926,3705.4831603039,42046447,29931838521
1654971709,Capture benign,RX,0.57802977390049,3371.674625151,3464.1593889751,42624477,30353298014
1654971710,Capture benign,RX,0.61190879028251,3571.1608640678,3669.066270513,43236386,30799693275
1654971711,Capture benign,RX,0.60860448987361,3536.9006434041,3634.2773617839,43844991,31241806226
1654971712,Capture benign,RX,0.59577575711492,3434.1612677813,3529.4853889197,44440768,31671077280
1654971713,Capture benign,RX,0.60113897088758,3463.580760263,3559.762995605,45041907,32104024896
1654971714,Capture benign,RX,0.59760968832226,3431.3311224214,3526.9486725529,45639517,32532941510
1654971715,Capture benign,RX,0.60099829474867,3485.3023021147,3581.4620292745,46240516,32968604809
1654971716,Capture benign,RX,0.61429683509572,3645.4582103205,3743.7457039358,46854816,33424289433
1654971717,Capture benign,RX,0.57447459182432,3398.0859184724,3490.0018531643,47429292,33849051214
1654971718,Capture benign,RX,0.6085408934514,3611.233471714,3708.6000146663,48037833,34300455477
1654971719,Capture benign,RX,0.61944676542382,3639.4226025204,3738.5340849883,48657281,34755384209
1654971720,Capture benign,RX,0.62321069523789,3664.7130315086,3764.4267427467,49280493,35213474297
1654971721,Capture benign,RX,0.61999958656756,3570.4124031527,3669.6123370035,49900493,35659776145
1654971722,Capture benign,RX,0.61830795623584,3606.9040087015,3705.8332816992,50518801,36110639178
1654971723,Capture benign,RX,0.60373586055634,3441.2444851826,3537.8422228717,51122537,36540794838
1654971724,Capture benign,RX,0.61358473027781,3500.5021572344,3598.6757140788,51736122,36978357800
1654971725,Capture benign,RX,0.61578159396816,3549.8373473211,3648.362402356,52351904,37422087761
1654971726,Capture benign,RX,0.60486171562728,3409.2583367281,3506.0362112285,52956767,37848245958
1654971727,Capture benign,RX,0.5265034429686,2994.5044318669,3078.7449827419,53483271,38222559408
1654971728,Capture benign,RX,0.61163465138696,3520.0164896983,3617.8780339202,54094906,38662561720
1654971729,Capture benign,RX,0.6132981889266,3438.7505803278,3536.8782905561,54708205,39092406111
1654971730,Capture benign,RX,0.60763035261056,3385.7052247578,3482.9260811755,55315836,39515619715
1654971731,Capture benign,RX,0.61185568937946,3428.5945118068,3526.4914221075,55927693,39944194947
1654971732,Capture benign,RX,0.62015565773902,3510.2846423622,3609.5095476004,56547850,40382981477
1654971733,Capture benign,RX,0.61569059400714,3556.1375191939,3654.648014235,57163542,40827499682
1654971734,Capture benign,RX,0.60657011319245,3417.4686975624,3514.5199156732,57770114,41254684598
1654971735,Capture benign,RX,0.61054585898344,3459.5446329559,3557.2319703933,58380660,41687127777
1654971736,Capture benign,RX,0.60234798350374,3420.8771790765,3517.2528564371,58983009,42114738146
1654971737,Capture benign,RX,0.57656381098765,3216.5243615411,3308.7745712992,59559573,42516803823
1654971738,Capture benign,RX,0.62106779921158,3679.8083093642,3779.179157238,60180642,42976780751
1654971739,Capture benign,RX,0.60164637467523,3449.9619342614,3546.2253542094,60782289,43408026441
1654971740,Capture benign,RX,0.6054148285937,3476.5439757137,3573.4103482887,61387704,43842594561
1654971741,Capture benign,RX,0.60514208474205,3513.7563575564,3610.5790911152,61992847,44281814770
1654971742,Capture benign,RX,0.62330442801281,3672.0796509361,3771.8083594181,62616153,44740825884
1654971743,Capture benign,RX,0.61001266367381,3543.6943502091,3641.2963763969,63226166,45183787922
1654971744,Capture benign,RX,0.61985449891706,3658.6940903556,3757.8708101824,63846021,45641125053
1654971745,Capture benign,RX,0.64333416598093,3918.765775708,4021.699242265,64489356,46130971410
1654971746,Capture benign,RX,0.63034634249753,3757.5912245269,3858.4466393265,65119703,46600670803
1654971747,Capture benign,RX,0.55113170024367,3207.1762236413,3295.3572956803,65670835,47001568049
1654971748,Capture benign,RX,0.62415504668492,3671.0713369194,3770.9361443889,66294991,47460452667
1654971749,Capture benign,RX,0.65511003541758,3998.566520864,4103.3841265309,66950103,47960274981
1654971750,Capture benign,RX,0.66222646306784,4114.3742511304,4220.3304852213,67612331,48474572956
1654971751,Capture benign,RX,0.62583417397307,3607.2000476146,3707.3335154503,68238170,48925476439
1654971752,Capture benign,RX,0.60849330182123,3476.8200027335,3574.1789310249,68846664,49360079438
1654971753,Capture benign,RX,0.61239689962033,3577.4389656121,3675.4224695513,69459061,49807259382
1654971754,Capture benign,RX,0.61386829794085,3575.2123671579,3673.4312948284,70072930,50254161439
1654971755,Capture benign,RX,0.62335079944189,3621.6333368244,3721.3694647351,70696282,50706866478
1654971756,Capture benign,RX,0.62914741562043,3719.9428800818,3820.6064665811,71325431,51171860509
1654971757,Capture benign,RX,0.61134022446337,3489.9772690114,3587.7917049256,71936777,51608111789
1654971758,Capture benign,RX,0.61068784302572,3516.7947040254,3614.5047589095,72547465,52047711240
1654971759,Capture benign,RX,0.61862570501628,3548.3945879936,3647.3747007962,73166091,52491260775
1654971760,Capture benign,RX,0.62580627496258,3654.6687898276,3754.7977938216,73791898,52948094903
1654971761,Capture benign,RX,0.6403349928437,3798.275701551,3900.729300406,74432233,53422879371
1654971762,Capture benign,RX,0.61795376519017,3563.1637980704,3662.0364005008,75050187,53868275015
1654971763,Capture benign,RX,0.62278729702077,3583.8794186497,3683.525386173,75672975,54316260448
1654971764,Capture benign,RX,0.63402979451078,3734.2230857373,3835.6678528591,76307005,54783038485
1654971765,Capture benign,RX,0.62722981540756,3656.821467805,3757.1782382702,76934235,55240141303
1654971766,Capture benign,RX,0.6410113791321,3827.7691965166,3930.3310171778,77575247,55718612916
1654971767,Capture benign,RX,0.62729965881649,3686.2765550623,3786.6445004729,78202547,56179397736
1654971768,Capture benign,RX,0.61595351539014,3555.1294072038,3653.6819696662,78818502,56623789983
1654971769,Capture benign,RX,0.61731760069825,3579.6237218819,3678.3945379936,79435824,57071246137
1654971770,Capture benign,RX,0.62134604413526,3594.4176446518,3693.8330117134,80057173,57520550480
1654971771,Capture benign,RX,0.63173667483832,3751.828103071,3852.9059710451,80688912,57989530719
1654971772,Capture benign,RX,0.65749118436794,3919.2327701068,4024.4313596057,81346404,58479435423
1654971773,Capture benign,RX,0.63797853655223,3769.4431577573,3871.5197236057,81984383,58950616160
1654971774,Capture benign,RX,0.62098741009361,3607.8005807734,3707.1585663883,82605371,59401591661
