# Timestamp(s),Bits
0,8564209184,0
1,6702161392,7633185288
2,7494932608,7098547000
3,6468470824,6981701716
4,7423948464,6946209644
5,6666601464,7045274964
6,7180936632,6923769048
7,6470105176,6825520904
8,7492799632,6981452404
9,6163867744,6828333688
10,606208496,3385038120
11,723231632,664720064
12,675937424,699584528
13,728795664,702366544
14,634161368,681478516
15,786142256,710151812
16,647846464,716994360
17,696019464,671932964
18,817934488,756976976
19,684831808,751383148
20,854938008,769884908
21,721977640,788457824
22,828552136,775264888
23,672357048,750454592
24,864556312,768456680
25,712021944,788289128
26,714155352,713088648
27,783925384,749040368
28,643363104,713644244
29,846015912,744689508
30,702352528,774184220
31,853936104,778144316
32,719002536,786469320
33,813681128,766341832
34,687191944,750436536
35,782153312,734672628
36,654288928,718221120
37,654192064,654240496
38,794983536,724587800
39,707793984,751388760
40,806152680,756973332
41,551426600,678789640
