#Time,DropRate
0,0.0
1000000000,0.0
2000000000,0.0
3000000000,0.01624815361890694
4000000000,0.0
5000000000,0.026239067055393587
6000000000,0.3036649214659686
7000000000,0.25539836187639614
8000000000,0.26389918458117123
9000000000,0.256006006006006
10000000000,0.2655325443786982
11000000000,0.011940298507462687
12000000000,0.0
13000000000,0.0
14000000000,0.0
15000000000,0.01032448377581121
16000000000,0.3639760837070254
17000000000,0.30476900149031294
18000000000,0.3094705443698732
19000000000,0.328125
20000000000,0.3194029850746269
21000000000,0.005979073243647235
22000000000,0.0
23000000000,0.0
24000000000,0.0
25000000000,0.013293943870014771
26000000000,0.3879821958456973
27000000000,0.3236822568671121
28000000000,0.3335804299481097
29000000000,0.3438648052902278
30000000000,0.32328560663149963
31000000000,0.01772525849335303
32000000000,0.0
33000000000,0.023633677991137372
34000000000,0.0
35000000000,0.012012012012012012
36000000000,0.3533834586466165
37000000000,0.3046757164404223
38000000000,0.30607651912978245
39000000000,0.3047970479704797
40000000000,0.306439674315322
41000000000,0.013293943870014771
42000000000,0.011976047904191617
43000000000,0.001488095238095238
44000000000,0.014858841010401188
45000000000,0.0
46000000000,0.0
47000000000,0.0
48000000000,0.005891016200294551
49000000000,0.0103397341211226
