#Time, Throughput
0,0
1,0
2,0
3,0
4,0
5,0.95033
6,0.93781
7,0.898285
8,0.8343
9,0.784325
10,0.0002
11,0
12,0
13,0
14,0
15,0.909415
16,0.927195
17,0.903075
18,0.931635
19,0.899745
20,0.000305
21,0
22,0
23,0
24,0
25,0.871175
26,0.885155
27,0.886985
28,0.86585
29,0.85602
30,0.000105
31,0
32,0
33,0
34,0
35,0.77078
36,0.81629
37,0.805475
38,0.76638
39,0.808365
40,0.00011
41,0
42,0
43,0
44,0
