#Time, Throughput
0,0
1,0
2,0
3,0
4,0
5,809937.0
6,812441.0
7,820337.0
8,833156.0
9,843080.0
10,1.0
11,0
12,0
13,0
14,0
15,818107.0
16,814559.0
17,819388.0
18,813674.0
19,819998.0
20,0
21,0
22,0
23,0
24,0
25,825766.0
26,822971.0
27,822638.0
28,826823.0
29,828744.0
30,0
31,0
32,0
33,0
34,0
35,845874.0
36,836740.0
37,838922.0
38,846706.0
39,838275.0
40,0
41,0
42,0
43,0
44,0
