Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1630851719,Capture malicious,RX,0.69508288837579,6695.0383808356,6806.2516429757,707261,851542244
1630851720,Capture malicious,RX,1.0252087593904,9874.8107704482,10038.844171951,1732470,2085893880
1630851721,Capture malicious,RX,1.0212449462624,9836.6313223992,10000.030513801,2753715,3315472860
1630851722,Capture malicious,RX,1.0212439638579,9836.6218598794,10000.020894097,3774959,4545050636
1630851723,Capture malicious,RX,1.0212439624313,9836.6218461378,10000.020880127,4796203,5774628412
1630851724,Capture malicious,RX,1.0212443551488,9836.6256287935,10000.024725617,5817448,7004207392
1630851725,Capture malicious,RX,1.0212440160792,9836.6223628747,10000.021405447,6838693,8233786372
1630851726,Capture malicious,RX,1.0212441929851,9836.6240668321,10000.02313771,7859938,9463365352
1630851727,Capture malicious,RX,1.0212447955117,9836.6298703688,10000.029037651,8881183,10692944332
1630851728,Capture malicious,RX,1.0212435020954,9836.6174121831,10000.016372518,9902427,11922522108
1630851729,Capture malicious,RX,1.0212446176545,9836.6281572483,10000.027296073,10923672,13152101088
1630851730,Capture malicious,RX,1.0212441649274,9836.6237965807,10000.022862969,11944917,14381680068
1630851731,Capture malicious,RX,1.0212437646009,9836.6199406361,10000.018942972,12966161,15611257844
1630851732,Capture malicious,RX,1.0212449719423,9836.6315697482,10000.030765259,13987406,16840836824
1630851733,Capture malicious,RX,1.0212434440779,9836.6168533585,10000.015804411,15008650,18070414600
1630851734,Capture malicious,RX,1.0212444397974,9836.6264441284,10000.025554496,16029895,19299993580
1630851735,Capture malicious,RX,1.0212446333478,9836.628308406,10000.027449742,17051140,20529572560
1630851736,Capture malicious,RX,1.0212438049335,9836.6203291199,10000.019337909,18072385,21759151540
1630851737,Capture malicious,RX,1.0212439414173,9836.6216437315,10000.020674358,19093630,22988730520
1630851738,Capture malicious,RX,1.0212447275075,9836.6292153521,10000.028371753,20114875,24218309500
1630851739,Capture malicious,RX,1.0212438425022,9836.6206909816,10000.019705782,21136120,25447888480
1630851740,Capture malicious,RX,1.0212442253227,9836.6243783082,10000.02345436,22157365,26677467460
1630851741,Capture malicious,RX,1.0212440317724,9836.6225140322,10000.021559116,23178610,27907046440
1630851742,Capture malicious,RX,1.0212448283249,9836.6301864258,10000.029358958,24199855,29136625420
1630851743,Capture malicious,RX,1.0212440660123,9836.6228438303,10000.021894392,25221100,30366204400
1630851744,Capture malicious,RX,1.0212438530539,9836.6207926151,10000.019809104,26242344,31595782176
1630851745,Capture malicious,RX,1.0212444502596,9836.6265449002,10000.025656942,27263589,32825361156
1630851746,Capture malicious,RX,1.0212437687915,9836.6199809997,10000.018984006,28284834,34054940136
1630851747,Capture malicious,RX,1.0212443808287,9836.6258761423,10000.024977075,29306079,35284519116
1630851748,Capture malicious,RX,1.0212447122898,9836.6290687749,10000.028222741,30327324,36514098096
1630851749,Capture malicious,RX,1.0212439719423,9836.6219377485,10000.020973259,31348568,37743675872
1630851750,Capture malicious,RX,1.0212439485506,9836.6217124395,10000.020744208,32369813,38973254852
1630851751,Capture malicious,RX,1.0212438930004,9836.6211773799,10000.02020026,33391057,40202832628
1630851752,Capture malicious,RX,1.0212442400649,9836.6245203047,10000.023598715,34412302,41432411608
1630851753,Capture malicious,RX,1.0212441753896,9836.6238973524,10000.022965415,35433547,42661990588
1630851754,Capture malicious,RX,1.0212446276411,9836.6282534395,10000.027393862,36454792,43891569568
1630851755,Capture malicious,RX,1.0212439667112,9836.6218873626,10000.020922036,37476036,45121147344
1630851756,Capture malicious,RX,1.0212443142512,9836.6252348677,10000.024325148,38497281,46350726324
1630851757,Capture malicious,RX,1.0212437955119,9836.6202383707,10000.019245653,39518525,47580304100
1630851758,Capture malicious,RX,1.0212444074597,9836.6261326522,10000.025237846,40539770,48809883080
1630851759,Capture malicious,RX,1.0212444597706,9836.6266365109,10000.025750074,41561015,50039462060
1630851760,Capture malicious,RX,1.0212441459053,9836.6236133595,10000.022676704,42582260,51269041040
1630851761,Capture malicious,RX,1.021243773547,9836.620026805,10000.019030573,43603505,52498620020
1630851762,Capture malicious,RX,1.021244912498,9836.630997181,10000.030183181,44624750,53728199000
1630851763,Capture malicious,RX,1.0212436209838,9836.6185573156,10000.017536673,45645994,54957776776
1630851764,Capture malicious,RX,1.0212444749884,9836.6267830879,10000.025899086,46667239,56187355756
1630851765,Capture malicious,RX,1.0212439319062,9836.621552121,10000.020581226,47688484,57416934736
1630851766,Capture malicious,RX,1.0212443622821,9836.6256975015,10000.024795467,48709729,58646513716
1630851767,Capture malicious,RX,1.0212439538713,9836.6217636882,10000.020796308,49730973,59876091492
1630851768,Capture malicious,RX,1.0212441601719,9836.6237507754,10000.022816403,50752218,61105670472
1630851769,Capture malicious,RX,1.0212446741551,9836.6287014623,10000.027849327,51773464,62335250656
1630851770,Capture malicious,RX,1.0212439258136,9836.6214934367,10000.020521567,52794708,63564828432
1630851771,Capture malicious,RX,1.0212438948131,9836.6211948397,10000.02021801,53815953,64794407412
1630851772,Capture malicious,RX,1.021244666161,9836.6286244629,10000.027771049,54837198,66023986392
1630851773,Capture malicious,RX,0.086690548923134,835.00336722763,848.87385505533,54923889,66128362356
1630851774,Capture malicious,RX,0,0,0,54923889,66128362356
1630851775,Capture malicious,RX,0,0,0,54923889,66128362356
1630851776,Capture malicious,RX,0,0,0,54923889,66128362356
1630851777,Capture malicious,RX,0,0,0,54923889,66128362356
1630851778,Capture malicious,RX,0,0,0,54923889,66128362356
1630851779,Capture malicious,RX,0,0,0,54923889,66128362356
1630851780,Capture malicious,RX,0,0,0,54923889,66128362356
1630851781,Capture malicious,RX,0,0,0,54923889,66128362356
1630851782,Capture malicious,RX,0,0,0,54923889,66128362356
1630851783,Capture malicious,RX,0,0,0,54923889,66128362356
1630851784,Capture malicious,RX,0,0,0,54923889,66128362356
1630851785,Capture malicious,RX,0,0,0,54923889,66128362356
1630851786,Capture malicious,RX,0,0,0,54923889,66128362356
1630851787,Capture malicious,RX,0,0,0,54923889,66128362356
1630851788,Capture malicious,RX,0,0,0,54923889,66128362356
1630851789,Capture malicious,RX,0,0,0,54923889,66128362356
1630851790,Capture malicious,RX,0,0,0,54923889,66128362356
1630851791,Capture malicious,RX,0,0,0,54923889,66128362356
1630851792,Capture malicious,RX,0,0,0,54923889,66128362356
1630851793,Capture malicious,RX,0,0,0,54923889,66128362356
