Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1654950717,Capture program 1,RX,0,0,0,0,0
1654950718,Capture program 1,RX,0,0,0,0,0
1654950719,Capture program 1,RX,0,0,0,0,0
1654950720,Capture program 1,RX,0,0,0,0,0
1654950721,Capture program 1,RX,0,0,0,0,0
1654950722,Capture program 1,RX,0,0,0,0,0
1654950723,Capture program 1,RX,0,0,0,0,0
1654950724,Capture program 1,RX,0,0,0,0,0
1654950725,Capture program 1,RX,0,0,0,0,0
1654950726,Capture program 1,RX,0,0,0,0,0
1654950727,Capture program 1,RX,0,0,0,0,0
1654950728,Capture program 1,RX,0,0,0,0,0
1654950729,Capture program 1,RX,0,0,0,0,0
1654950730,Capture program 1,RX,0,0,0,0,0
1654950731,Capture program 1,RX,0,0,0,0,0
1654950732,Capture program 1,RX,0,0,0,0,0
1654950733,Capture program 1,RX,0,0,0,0,0
1654950734,Capture program 1,RX,0,0,0,0,0
1654950735,Capture program 1,RX,0,0,0,0,0
1654950736,Capture program 1,RX,0,0,0,0,0
1654950737,Capture program 1,RX,0,0,0,0,0
1654950738,Capture program 1,RX,0.55002147955662,5297.8068910894,5385.8103278184,550022,662226488
1654950739,Capture program 1,RX,1.0212407787817,9836.5911812254,9999.9897058305,1571264,1891801856
1654950740,Capture program 1,RX,1.0212407755393,9836.5911499947,9999.989674081,2592505,3121376020
1654950741,Capture program 1,RX,1.0212409657602,9836.5929822025,9999.9915367242,3613746,4350950184
1654950742,Capture program 1,RX,1.0212410374819,9836.5936730258,9999.9922390229,4634988,5580525552
1654950743,Capture program 1,RX,1.0212407260819,9836.5906736208,9999.9891897939,5656229,6810099716
1654950744,Capture program 1,RX,1.021241102157,9836.594295976,9999.9928723212,6677471,8039675084
1654950745,Capture program 1,RX,1.0212411325923,9836.5945891292,9999.9931703439,7698713,9269250452
1654950746,Capture program 1,RX,1.021240965198,9836.5929767873,9999.991531219,8719955,10498825820
1654950747,Capture program 1,RX,1.0212406461891,9836.5899040938,9999.988407484,9741196,11728399984
1654950748,Capture program 1,RX,1.0212407146686,9836.5905636883,9999.9890780353,10762437,12957974148
1654950749,Capture program 1,RX,1.0212412505292,9836.5957250976,9999.9943251823,11783679,14187549516
1654950750,Capture program 1,RX,1.0212406880377,9836.5903071793,9999.9888172654,12804920,15417123680
1654950751,Capture program 1,RX,1.021240882063,9836.592176031,9999.9907171611,13826161,16646697844
1654950752,Capture program 1,RX,1.0212413152043,9836.5963480481,9999.9949584808,14847403,17876273212
1654950753,Capture program 1,RX,1.0212407108642,9836.5905270442,9999.9890407825,15868644,19105847376
1654950754,Capture program 1,RX,1.0212409885867,9836.5932020675,9999.9917602414,16889885,20335421540
1654950755,Capture program 1,RX,1.0212409766113,9836.5930867197,9999.9916429775,17911127,21564996908
1654950756,Capture program 1,RX,1.0212407603216,9836.5910034181,9999.9895250696,18932368,22794571072
1654950757,Capture program 1,RX,1.0212405891229,9836.5893544317,9999.9878486914,19953609,24024145236
1654950758,Capture program 1,RX,1.021241421728,9836.5973740845,9999.996001561,20974851,25253720604
1654950759,Capture program 1,RX,1.0212408891097,9836.5922439048,9999.9907861624,21996093,26483295972
1654950760,Capture program 1,RX,1.0212408244347,9836.5916209548,9999.9901528643,23017335,27712871340
1654950761,Capture program 1,RX,1.0212408744542,9836.5921027427,9999.9906426554,24038576,28942445504
1654950762,Capture program 1,RX,1.0212407603216,9836.5910034181,9999.9895250696,25059817,30172019668
1654950763,Capture program 1,RX,1.0212411554188,9836.594808994,9999.993393861,26081059,31401595036
1654950764,Capture program 1,RX,1.0212406918421,9836.5903438235,9999.9888545182,27102300,32631169200
1654950765,Capture program 1,RX,1.0212408934763,9836.5922859635,9999.9908289197,28123541,33860743364
1654950766,Capture program 1,RX,1.0212412048762,9836.5952853678,9999.993878148,29144783,35090318732
1654950767,Capture program 1,RX,1.021240927716,9836.5926157609,9999.9911641955,30166024,36319892896
1654950768,Capture program 1,RX,1.0212405967317,9836.58942772,9999.9879231971,31187265,37549467060
1654950769,Capture program 1,RX,1.0212414369457,9836.5975206612,9999.9961505725,32208507,38779042428
1654950770,Capture program 1,RX,1.0212406842333,9836.5902705352,9999.9887800125,33229748,40008616592
1654950771,Capture program 1,RX,1.0212406918421,9836.5903438235,9999.9888545182,34250989,41238190756
1654950772,Capture program 1,RX,1.0212407679305,9836.5910767064,9999.9895995753,35272230,42467764920
1654950773,Capture program 1,RX,1.0212412885734,9836.5960915391,9999.9946977108,36293472,43697340288
1654950774,Capture program 1,RX,1.0212412162895,9836.5953953003,9999.9939899066,37314714,44926915656
1654950775,Capture program 1,RX,1.0212408440188,9836.5918095894,9999.9903446325,38335955,46156489820
1654950776,Capture program 1,RX,1.0212407260819,9836.5906736208,9999.9891897939,39357196,47386063984
1654950777,Capture program 1,RX,1.0212407336907,9836.5907469091,9999.9892642996,40378437,48615638148
1654950778,Capture program 1,RX,1.021241330422,9836.5964946248,9999.9951074923,41399679,49845213516
1654950779,Capture program 1,RX,1.0212407489084,9836.5908934857,9999.989413311,42420920,51074787680
1654950780,Capture program 1,RX,1.0212406652112,9836.5900873145,9999.9885937483,43442161,52304361844
1654950781,Capture program 1,RX,1.0212407336907,9836.5907469091,9999.9892642996,44463402,53533936008
1654950782,Capture program 1,RX,1.0212413190088,9836.5963846923,9999.9949957337,45484644,54763511376
1654950783,Capture program 1,RX,1.021241010851,9836.5934165168,9999.991978253,46505886,55993086744
1654950784,Capture program 1,RX,1.0212408358479,9836.5917308871,9999.9902646228,47527128,57222662112
1654950785,Capture program 1,RX,1.0212408402144,9836.5917729453,9999.9903073796,48548369,58452236276
1654950786,Capture program 1,RX,1.0212411211791,9836.5944791967,9999.9930585854,49569611,59681811644
1654950787,Capture program 1,RX,1.0212407831482,9836.591223283,9999.9897485867,50590852,60911385808
1654950788,Capture program 1,RX,1.0212407070598,9836.5904904001,9999.9890035296,51612093,62140959972
1654950789,Capture program 1,RX,1.0212414179236,9836.5973374404,9999.9959643081,52633335,63370535340
1654950790,Capture program 1,RX,1.0212408021702,9836.5914065038,9999.989934851,53654576,64600109504
1654950791,Capture program 1,RX,1.0212405396655,9836.588878058,9999.9873644044,54675817,65829683668
1654950792,Capture program 1,RX,1.0212409690024,9836.5930134314,9999.9915684718,55697059,67059259036
1654950793,Capture program 1,RX,0.6492899499701,6253.960798112,6357.8471901072,56346394,67841058376
1654950794,Capture program 1,RX,0,0,0,56346394,67841058376
1654950795,Capture program 1,RX,0,0,0,56346394,67841058376
1654950796,Capture program 1,RX,0,0,0,56346394,67841058376
1654950797,Capture program 1,RX,0,0,0,56346394,67841058376
1654950798,Capture program 1,RX,0,0,0,56346394,67841058376
1654950799,Capture program 1,RX,0,0,0,56346394,67841058376
1654950800,Capture program 1,RX,0,0,0,56346394,67841058376
1654950801,Capture program 1,RX,0,0,0,56346394,67841058376
1654950802,Capture program 1,RX,0,0,0,56346394,67841058376
1654950803,Capture program 1,RX,0,0,0,56346394,67841058376
1654950804,Capture program 1,RX,0,0,0,56346394,67841058376
1654950805,Capture program 1,RX,0,0,0,56346394,67841058376
1654950806,Capture program 1,RX,0,0,0,56346394,67841058376
1654950807,Capture program 1,RX,0,0,0,56346394,67841058376
1654950808,Capture program 1,RX,0,0,0,56346394,67841058376
1654950809,Capture program 1,RX,0,0,0,56346394,67841058376
1654950810,Capture program 1,RX,0,0,0,56346394,67841058376
1654950811,Capture program 1,RX,0,0,0,56346394,67841058376
1654950812,Capture program 1,RX,0,0,0,56346394,67841058376
1654950813,Capture program 1,RX,0,0,0,56346394,67841058376
1654950814,Capture program 1,RX,0,0,0,56346394,67841058376
1654950815,Capture program 1,RX,0,0,0,56346394,67841058376
1654950816,Capture program 1,RX,0,0,0,56346394,67841058376
1654950817,Capture program 1,RX,0,0,0,56346394,67841058376
1654950818,Capture program 1,RX,0,0,0,56346394,67841058376
1654950819,Capture program 1,RX,0,0,0,56346394,67841058376
1654950820,Capture program 1,RX,0,0,0,56346394,67841058376
1654950821,Capture program 1,RX,0,0,0,56346394,67841058376
1654950822,Capture program 1,RX,0,0,0,56346394,67841058376
1654950823,Capture program 1,RX,0,0,0,56346394,67841058376
1654950824,Capture program 1,RX,0,0,0,56346394,67841058376
1654950825,Capture program 1,RX,0,0,0,56346394,67841058376
1654950826,Capture program 1,RX,0,0,0,56346394,67841058376
1654950827,Capture program 1,RX,0,0,0,56346394,67841058376
1654950828,Capture program 1,RX,0,0,0,56346394,67841058376
1654950829,Capture program 1,RX,0,0,0,56346394,67841058376
1654950830,Capture program 1,RX,0,0,0,56346394,67841058376
1654950831,Capture program 1,RX,0,0,0,56346394,67841058376
