#Time,DropRate
0,1.0
1000000000,1.0
2000000000,1.0
3000000000,1.0
4000000000,1.0
5000000000,1.0
6000000000,0.010874203563913536
7000000000,0.009891080365027966
8000000000,0.009918965593588097
9000000000,0.009894575652276342
10000000000,0.00988235294117647
11000000000,0.9911242603550295
12000000000,0.9985074626865672
13000000000,1.0
14000000000,1.0
15000000000,1.0
16000000000,0.01011097047655491
17000000000,0.009903032803796162
18000000000,0.009900406623843479
19000000000,0.009883661072789046
20000000000,0.00990595241605
21000000000,0.9806259314456036
22000000000,0.992721979621543
23000000000,0.9970414201183432
24000000000,0.9970282317979198
25000000000,0.9955621301775148
26000000000,0.009945843847300309
27000000000,0.009935925827501697
28000000000,0.009914867875532998
29000000000,0.009912674061836204
30000000000,0.009902449087854764
31000000000,0.97953216374269
32000000000,1.0
33000000000,1.0
34000000000,1.0
35000000000,1.0
36000000000,0.010282016811688407
37000000000,0.009909604353147626
38000000000,0.009890061371362974
39000000000,0.009900260765796956
40000000000,0.009886714727085478
41000000000,0.9824304538799414
42000000000,0.9925705794947994
43000000000,1.0
44000000000,0.9855282199710564
45000000000,0.9955290611028316
46000000000,0.986822840409956
47000000000,0.9911242603550295
48000000000,1.0
49000000000,0.9985250737463127
