#Time,DropRate
0,0.0
1000000000,0.007407407407407408
2000000000,0.013293943870014771
3000000000,0.00741839762611276
4000000000,0.004431314623338257
5000000000,0.0
6000000000,0.9900025067460961
7000000000,0.9901559741024132
8000000000,0.0015329736741251732
9000000000,0.0004868549172346641
10000000000,0.0004860016789148908
11000000000,0.0
12000000000,0.005934718100890208
13000000000,0.013313609467455622
14000000000,0.016224188790560472
15000000000,0.022123893805309734
16000000000,0.9899749742381864
17000000000,0.9900880732864001
18000000000,0.00167923638934716
19000000000,0.0007508060123367733
20000000000,0.0007931262392597488
21000000000,0.03197674418604651
22000000000,0.0
23000000000,0.0
24000000000,0.0
25000000000,0.0
26000000000,0.9899933682116278
27000000000,0.9901787294284198
28000000000,0.0015593050795098486
29000000000,0.000736355335630762
30000000000,0.0007078810759792355
31000000000,0.014771048744460856
32000000000,0.010263929618768328
33000000000,0.028064992614475627
34000000000,0.0
35000000000,0.0
36000000000,0.9899828868169479
37000000000,0.9900800377341804
38000000000,0.0015634218289085546
39000000000,0.0006925615937757869
40000000000,0.0005144713439461423
41000000000,0.00741839762611276
42000000000,0.017937219730941704
43000000000,0.0
44000000000,0.010263929618768328
45000000000,0.020588235294117647
46000000000,0.020558002936857563
47000000000,0.01032448377581121
48000000000,0.013392857142857142
49000000000,0.010263929618768328
