#Time, Throughput
0,0
1,0
2,0
3,0
4,0
5,1.23154
6,1.53429
7,1.38987
8,1.30841
9,1.07636
10,0.00018
11,0
12,0
13,0
14,0
15,1.34545
16,1.52995
17,1.21382
18,1.217205
19,1.44369
20,0.00025
21,0
22,0
23,0
24,0
25,1.01034
26,1.147205
27,1.290895
28,1.10516
29,1.211355
30,0.00022
31,0
32,0
33,0
34,0
35,1.428945
36,1.06991
37,1.188405
38,1.43525
39,1.215895
40,0.000295
41,0
42,0
43,0
44,0
